"logFC","logCPM","PValue","FDR","ID"
2.39204652016767,2.3504702040407,2.31187572985461e-07,1.9824282173121e-06,"12196"
2.38573237368124,2.58052355605239,2.77360815736763e-09,3.05967175291251e-08,"6670"
2.38095775899072,3.75503413271236,1.43645886568752e-17,3.71036347824184e-16,"1302"
2.37513554166514,3.3134440024116,1.66449386631732e-14,3.24439589856615e-13,"9991"
2.36997241504398,2.46276661413283,3.10169428312108e-08,3.01668370722612e-07,"597"
2.36982679783484,2.76758880019767,3.52445297967111e-10,4.32246381260051e-09,"2443"
2.36941868198286,3.33628927919164,2.20389255892767e-14,4.2263535587113e-13,"7992"
2.36813747562754,2.67390822280603,5.58329708765383e-10,6.67079265003826e-09,"958"
2.3674004317394,2.85737233551675,5.95348125425604e-11,7.96524606145532e-10,"8588"
2.36587362870428,4.78547099493259,5.11623644199835e-24,2.19259026752458e-22,"10980"
2.36523520711635,3.20751984229579,2.73648664334591e-13,4.68666484012919e-12,"14818"
2.35651786881591,2.24845619220048,1.14183659853855e-06,8.88797368727118e-06,"11685"
2.35164840232203,7.34284482857651,5.45627619887721e-32,3.93868454888532e-30,"3410"
2.33816333076269,2.95060174068395,8.49110448371484e-12,1.2554798958203e-10,"1546"
2.33788549856417,3.26973049380257,8.75970387382787e-14,1.59446767060999e-12,"7725"
2.33154533450015,2.11979079226995,1.0395319083943e-05,7.00337589810712e-05,"16767"
2.32260518468945,3.72145876114712,1.486424350201e-16,3.54074859329562e-15,"7434"
2.31864468000395,2.02522453551278,2.83453181344078e-05,0.000174889783809468,"14667"
2.31748147185708,6.76224364827324,3.13319127392183e-30,2.07260056917791e-28,"956"
2.31620064131539,2.67832418614065,1.99634027233087e-09,2.23470047583735e-08,"5804"
2.31511621420368,2.52979603245903,1.51054947210822e-08,1.52541392170077e-07,"7935"
2.31342779076955,1.90539772466137,0.000147891924612193,0.000795841323345378,"16829"
2.31259649401832,2.90172139134487,4.35712392236492e-11,5.91279468664031e-10,"15855"
2.31222580023643,2.66315602686665,3.11459584830504e-09,3.40417974554238e-08,"5464"
2.30549074874759,2.3403087543845,3.27588871203245e-07,2.75189146893523e-06,"12039"
2.30425941229313,1.79412497158738,0.000358545863003794,0.00176346974329716,"18429"
2.29599306614054,6.0430478087495,5.58924804637069e-28,3.17700222036969e-26,"3247"
2.28821483108442,3.12901984923389,1.6916541266355e-12,2.67188465841722e-11,"16458"
2.28792333239171,7.1204053151598,2.15296883564013e-30,1.43417941560098e-28,"16877"
2.28482382633293,6.39391623738772,1.01498087313966e-28,6.07867882541212e-27,"15362"
2.28404894394303,3.7938257574723,4.92957671035727e-17,1.22018270985831e-15,"7088"
2.28362164717723,3.20544817613906,9.98941865982534e-13,1.61129238111116e-11,"10714"
2.2824173229938,6.25660777999304,2.22876696752632e-28,1.30596113822491e-26,"8"
2.28172897671784,5.90978727962818,2.70035959818914e-27,1.46475219918917e-25,"2783"
2.27959559354672,3.24282761698752,2.58164153312911e-13,4.43551714990553e-12,"7091"
2.27651360656973,3.36699653224547,5.77925222485094e-14,1.07462393230945e-12,"4322"
2.27464739137533,3.42822629968349,1.61573441700934e-14,3.16234205226003e-13,"3115"
2.27012965630791,4.43599092684418,1.25376740262388e-20,4.06190684962703e-19,"1511"
2.26905004934457,5.00411436963767,2.14659471801917e-23,8.50795422162712e-22,"9515"
2.2662587335056,3.67796868679278,8.33831881536438e-16,1.8471759942788e-14,"10978"
2.26485511015042,2.81952468267997,2.2525848673602e-10,2.82465810481066e-09,"11869"
2.26427446552092,5.80378101764368,1.13000557725894e-26,5.81386338326855e-25,"5764"
2.25804477908263,2.44447304266659,5.70523638497608e-08,5.32255099600839e-07,"4893"
2.25670028691971,2.1591438398434,3.25553274130214e-06,2.35811862241973e-05,"4529"
2.25461061604197,6.39844215325216,3.85419262258811e-28,2.21062981691345e-26,"8822"
2.25081885309498,3.20513202027115,9.98941865982534e-13,1.61129238111116e-11,"2018"
2.2505818344351,3.75599363541994,2.37457729370607e-16,5.57247835859205e-15,"1037"
2.24992608066832,4.65070504559873,6.89675495796935e-22,2.51314573660361e-20,"2070"
2.2427314455342,4.6531847093149,2.12984865329957e-21,7.39217124001688e-20,"2255"
2.24097009973411,2.90344181465461,1.52604630877056e-10,1.95097570181879e-09,"5107"
2.23894564242781,4.06915088109625,6.21209534854585e-18,1.65874304067712e-16,"10001"
2.23487500758115,3.28558387104912,4.49074608578493e-13,7.48523392788647e-12,"8255"
2.23459363871996,2.78128087353993,8.21913314413035e-10,9.64998409037197e-09,"9278"
2.2327185122588,1.77473675623583,0.000643445177867713,0.00296644164687191,"17535"
2.23011981136476,3.44290212478603,2.5894375626268e-14,4.94572154189838e-13,"2573"
2.22888938655972,3.16575729399515,1.37495598707055e-12,2.18439660372673e-11,"6955"
2.21751014237324,1.91044300361423,0.000127402775865476,0.000693645454489838,"18274"
2.21543895263705,3.5833727115588,5.53799603285027e-15,1.13786639268033e-13,"4143"
2.21512817433954,2.7506488006054,2.18229290092235e-09,2.43424387332614e-08,"7608"
2.21307663752247,5.0264398018151,6.4484170670022e-23,2.4731959195361e-21,"5423"
2.21303955931134,2.72557079994064,1.4041796435363e-09,1.60206433488802e-08,"15765"
2.21105809046618,9.15643311079273,5.6491905348693e-31,3.92856711738072e-29,"13582"
2.21023557774396,2.52745144048975,1.86890030062398e-08,1.869392634739e-07,"7834"
2.20821863688961,5.47355007962923,1.55995123649165e-24,6.85548014462823e-23,"10096"
2.20739323547706,3.30302278901412,2.34955232577893e-13,4.05511371862845e-12,"11025"
2.20539103652196,4.64421867387095,5.81104945723318e-21,1.92871982422328e-19,"13410"
2.20128298905696,2.98905285719557,7.66337843915789e-11,1.0131562650934e-09,"10137"
2.19947664789699,3.14834520811034,2.76115042096881e-12,4.2932383900158e-11,"5849"
2.19902079279541,4.78139229346716,2.39796154735491e-21,8.24733695227048e-20,"6696"
2.19656894507602,3.85712923773415,1.29450937427864e-16,3.09915012240605e-15,"6763"
2.19569921243276,4.18015877818743,2.54640464994707e-18,6.92600175920416e-17,"1999"
2.19559560782334,4.99647433295969,2.20886809220537e-22,8.25499226978718e-21,"1094"
2.19556956383517,4.33967261148529,2.28784289090152e-19,6.73406159438223e-18,"1059"
2.19410205331755,5.35009239434605,8.46209589617603e-24,3.53860992486568e-22,"3589"
2.19245498058133,3.96775259957994,4.23758496906368e-17,1.05578150443142e-15,"2741"
2.18860741178175,1.76469990035407,0.000900209170245774,0.00399777101686924,"17891"
2.1877604630632,6.41366324029503,5.23520209946432e-27,2.77626569436676e-25,"7789"
2.18480833317613,5.13009182947213,7.52148145626191e-23,2.87893801304702e-21,"4465"
